Id,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,OpenPorchSF,SalePrice
2598,,11800,IR1,Timber,2Story,7,5,2003,2004,VinylSd,VinylSd,3,PConc,3.0,Gd,GLQ,766.0,356.0,1122.0,5,1146,2486,1.0,3,1,5,3.0,10,1,4.0,BuiltIn,2003.0,3.0,2.0,452.0,32,
2599,85.0,12633,IR1,Timber,1Story,10,5,2006,2007,MetalSd,MetalSd,4,PConc,4.0,Gd,Unf,0.0,1824.0,1824.0,5,1824,1824,0.0,2,0,3,4.0,8,1,4.0,Attchd,2006.0,3.0,3.0,932.0,36,
2600,200.0,43500,Reg,Mitchel,1Story,3,5,1953,1953,MetalSd,MetalSd,2,CBlock,,,,0.0,0.0,0.0,5,2034,2034,0.0,1,0,2,2.0,9,0,,2Types,1953.0,2.0,4.0,1041.0,266,
2601,62.0,6710,IR1,Mitchel,SFoyer,6,5,1996,1997,VinylSd,VinylSd,2,PConc,4.0,Av,Rec,16.0,0.0,920.0,5,936,936,2.0,0,1,0,2.0,3,0,,Attchd,1996.0,3.0,2.0,460.0,40,
2602,21.0,1504,Reg,MeadowV,2Story,4,4,1972,1972,CemntBd,CmentBd,2,CBlock,2.0,No,BLQ,252.0,294.0,546.0,3,546,1092,0.0,1,1,3,2.0,5,0,,Attchd,1972.0,1.0,1.0,253.0,0,
2603,,1533,Reg,MeadowV,SLvl,4,5,1970,1970,CemntBd,CmentBd,2,CBlock,3.0,Av,GLQ,503.0,27.0,530.0,3,530,992,1.0,1,0,2,2.0,4,0,,BuiltIn,1970.0,3.0,1.0,297.0,97,
2604,21.0,1495,Reg,MeadowV,2Story,4,6,1970,1970,CemntBd,CmentBd,2,CBlock,2.0,No,ALQ,384.0,162.0,546.0,5,546,1092,0.0,1,1,3,2.0,5,0,,,,,0.0,0.0,64,
2605,21.0,1890,Reg,MeadowV,2Story,4,3,1976,1976,CemntBd,CmentBd,2,CBlock,2.0,No,Unf,0.0,546.0,546.0,5,546,1092,0.0,1,1,3,2.0,6,0,,Attchd,1976.0,1.0,1.0,286.0,0,
2606,72.0,9129,Reg,Mitchel,SFoyer,5,5,1977,1977,Plywood,Plywood,2,PConc,3.0,Av,GLQ,923.0,0.0,923.0,3,1008,1008,1.0,1,0,1,3.0,4,1,2.0,Attchd,1977.0,3.0,2.0,678.0,66,
2607,,15957,IR1,Mitchel,SLvl,6,6,1977,1977,HdBoard,Plywood,2,PConc,3.0,Gd,GLQ,1148.0,96.0,1244.0,3,1356,1356,2.0,2,0,3,2.0,6,1,3.0,Attchd,1977.0,3.0,2.0,528.0,0,
2608,61.0,33983,IR1,Mitchel,1Story,5,6,1977,1994,Plywood,Plywood,2,PConc,2.0,Mn,ALQ,1112.0,48.0,1160.0,3,1676,1676,1.0,1,1,3,3.0,6,2,3.0,Attchd,1977.0,2.0,2.0,672.0,90,
2609,68.0,8286,IR1,Mitchel,2Story,5,7,1977,1977,Plywood,Plywood,2,PConc,3.0,No,Rec,531.0,185.0,716.0,5,716,1432,1.0,1,1,3,2.0,6,1,4.0,Attchd,1977.0,3.0,2.0,531.0,136,
2610,50.0,6723,Reg,Mitchel,SFoyer,5,7,1971,1971,Wd Sdng,HdBoard,2,CBlock,3.0,Av,GLQ,796.0,0.0,796.0,3,796,796,0.0,1,0,2,2.0,5,0,,,,,0.0,0.0,0,
2611,124.0,27697,Reg,Mitchel,1Story,4,3,1961,1961,Plywood,Plywood,2,CBlock,2.0,No,BLQ,811.0,585.0,1396.0,3,1608,1608,0.0,1,0,3,2.0,6,0,,Attchd,1961.0,1.0,1.0,444.0,38,
2612,,11000,IR2,Mitchel,1Story,5,6,1976,2003,Plywood,Plywood,2,PConc,3.0,No,LwQ,1090.0,0.0,1090.0,3,1178,1178,1.0,1,1,3,2.0,6,0,,Attchd,1976.0,1.0,2.0,502.0,44,
2613,65.0,11625,IR1,Mitchel,1Story,5,7,1983,1983,HdBoard,HdBoard,2,CBlock,3.0,No,ALQ,596.0,220.0,816.0,3,816,816,1.0,1,0,2,2.0,4,0,,Attchd,1983.0,3.0,1.0,264.0,0,
2614,62.0,10447,Reg,Mitchel,1Story,5,6,1984,1984,Plywood,HdBoard,2,CBlock,2.0,No,ALQ,516.0,348.0,864.0,3,887,887,0.0,1,0,3,2.0,5,0,,Attchd,1984.0,2.0,1.0,288.0,0,
2615,,11027,IR1,NAmes,1Story,6,5,1954,1954,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,BLQ,468.0,171.0,1178.0,4,1293,1293,1.0,2,0,2,2.0,5,0,,Attchd,1954.0,2.0,2.0,452.0,0,
2616,85.0,10533,IR1,NAmes,1Story,6,6,1956,1956,VinylSd,VinylSd,2,CBlock,2.0,No,Rec,773.0,235.0,1008.0,3,1024,1024,1.0,1,0,2,3.0,5,2,3.0,Attchd,1956.0,1.0,1.0,313.0,0,
2617,,11765,IR1,NAmes,1Story,5,5,1957,1957,Wd Sdng,Wd Sdng,2,CBlock,2.0,Mn,Rec,1127.0,490.0,1617.0,2,1797,1797,0.0,1,1,3,2.0,7,1,3.0,Attchd,1957.0,1.0,3.0,963.0,0,
2618,,39384,IR1,NAmes,1Story,6,6,1957,1957,Wd Sdng,Wd Sdng,2,CBlock,3.0,Gd,ALQ,1110.0,595.0,1705.0,5,1390,1390,1.0,1,1,1,4.0,4,2,4.0,Attchd,1957.0,1.0,2.0,550.0,189,
2619,90.0,11727,Reg,NAmes,1Story,7,6,1969,1969,HdBoard,HdBoard,2,CBlock,2.0,Mn,Unf,0.0,1851.0,1851.0,4,1851,1851,0.0,2,0,3,2.0,8,1,3.0,Attchd,1969.0,3.0,2.0,506.0,146,
2620,60.0,8238,IR1,Gilbert,2Story,6,5,1997,1998,VinylSd,VinylSd,2,PConc,2.0,No,GLQ,700.0,113.0,813.0,5,813,1525,1.0,2,1,3,2.0,6,1,3.0,Attchd,1997.0,3.0,2.0,400.0,72,
2621,,13041,IR2,Gilbert,2Story,6,5,1995,1995,HdBoard,HdBoard,2,PConc,3.0,No,Unf,0.0,781.0,781.0,4,781,1671,0.0,2,1,3,2.0,7,1,3.0,Attchd,1995.0,3.0,2.0,423.0,84,
2622,54.0,9783,IR1,Gilbert,2Story,6,5,1996,1996,HdBoard,HdBoard,2,PConc,3.0,No,Unf,0.0,821.0,821.0,4,821,1776,0.0,2,1,3,2.0,7,1,3.0,BuiltIn,1996.0,3.0,2.0,443.0,116,
2623,50.0,13128,IR1,Gilbert,2Story,8,5,2005,2005,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,1074.0,1074.0,5,1074,2064,0.0,2,1,4,3.0,7,1,4.0,Attchd,2005.0,3.0,2.0,527.0,119,
2624,42.0,13751,IR1,Gilbert,2Story,7,5,2005,2006,VinylSd,VinylSd,3,PConc,3.0,Av,GLQ,60.0,1640.0,1700.0,5,1700,2212,1.0,2,1,3,3.0,9,1,4.0,Attchd,2006.0,3.0,3.0,773.0,38,
2625,68.0,13108,IR1,StoneBr,2Story,8,5,1994,1994,CemntBd,CmentBd,3,PConc,3.0,No,Unf,0.0,2062.0,2062.0,5,2079,2687,0.0,2,1,4,3.0,9,0,,Attchd,1994.0,3.0,2.0,618.0,12,
2626,,8076,IR1,Gilbert,1Story,6,6,1993,1994,HdBoard,HdBoard,2,PConc,3.0,No,GLQ,705.0,455.0,1160.0,4,1169,1169,0.0,2,0,3,2.0,6,1,3.0,Attchd,1993.0,3.0,2.0,402.0,26,
2627,30.0,3701,IR1,StoneBr,1Story,8,5,1987,1987,HdBoard,HdBoard,2,CBlock,3.0,No,Unf,0.0,1191.0,1191.0,3,1204,1204,0.0,2,0,2,2.0,5,0,,Attchd,1987.0,2.0,2.0,461.0,70,
2628,59.0,16023,IR1,StoneBr,2Story,9,5,2005,2006,VinylSd,VinylSd,3,PConc,4.0,Gd,GLQ,1218.0,180.0,1398.0,5,1414,2798,1.0,3,1,3,4.0,11,1,4.0,BuiltIn,2005.0,3.0,3.0,670.0,37,
2629,60.0,18062,IR1,StoneBr,2Story,10,5,2006,2006,CemntBd,CmentBd,4,PConc,4.0,Gd,Unf,0.0,1528.0,1528.0,5,1528,3390,0.0,3,1,5,4.0,10,1,5.0,BuiltIn,2006.0,3.0,3.0,758.0,34,
2630,63.0,12292,IR1,StoneBr,2Story,9,5,2006,2006,VinylSd,VinylSd,3,PConc,4.0,Gd,GLQ,205.0,889.0,1094.0,5,1102,2473,0.0,2,1,4,3.0,11,1,4.0,BuiltIn,2006.0,3.0,3.0,675.0,39,
2631,82.0,16052,IR1,StoneBr,2Story,10,5,2006,2006,VinylSd,VinylSd,4,PConc,4.0,No,GLQ,1206.0,644.0,1850.0,5,1850,2698,1.0,2,1,4,4.0,11,1,4.0,Attchd,2006.0,2.0,3.0,736.0,0,
2632,92.0,15922,IR1,StoneBr,2Story,9,5,2005,2006,VinylSd,VinylSd,3,PConc,4.0,Av,Unf,0.0,1390.0,1390.0,5,1390,2795,0.0,3,1,4,4.0,10,1,4.0,BuiltIn,2005.0,3.0,3.0,660.0,102,
2633,60.0,8147,Reg,StoneBr,1Story,9,5,2005,2005,MetalSd,MetalSd,3,PConc,4.0,Gd,GLQ,1191.0,523.0,1714.0,5,1714,1714,1.0,2,0,2,3.0,7,1,4.0,Attchd,2005.0,3.0,2.0,517.0,55,
2634,90.0,18261,IR1,StoneBr,1Story,9,5,2005,2005,VinylSd,VinylSd,4,PConc,4.0,Gd,GLQ,1416.0,494.0,1910.0,5,2000,2000,1.0,2,1,3,4.0,8,2,4.0,Attchd,2005.0,1.0,3.0,722.0,102,
2635,,10464,IR1,NWAmes,SFoyer,6,6,1980,1980,HdBoard,HdBoard,2,CBlock,3.0,Av,GLQ,850.0,138.0,988.0,3,1102,1102,1.0,1,0,2,2.0,5,1,3.0,Attchd,1980.0,2.0,2.0,582.0,22,
2636,81.0,10530,Reg,NWAmes,2Story,7,5,1978,1978,Plywood,Plywood,2,CBlock,2.0,No,Unf,0.0,945.0,945.0,3,945,1857,0.0,2,1,4,2.0,8,1,3.0,Attchd,1978.0,2.0,2.0,482.0,105,
2637,,9927,IR1,NWAmes,SFoyer,7,5,1976,1976,VinylSd,Wd Shng,3,CBlock,4.0,Gd,GLQ,1005.0,42.0,1047.0,3,1083,1083,1.0,1,0,2,2.0,5,1,2.0,Attchd,1976.0,2.0,2.0,596.0,0,
2638,75.0,9512,IR1,Somerst,2Story,7,5,2005,2006,VinylSd,VinylSd,3,PConc,3.0,No,ALQ,788.0,172.0,960.0,5,960,2318,1.0,2,1,3,3.0,8,1,5.0,BuiltIn,2005.0,3.0,2.0,541.0,246,
2639,81.0,10530,Reg,NWAmes,SLvl,6,6,1975,2000,Plywood,Plywood,2,CBlock,2.0,No,ALQ,548.0,127.0,675.0,3,1109,1875,0.0,3,0,3,3.0,8,1,3.0,Attchd,1975.0,2.0,2.0,485.0,28,
2640,80.0,10000,Reg,NWAmes,1Story,6,6,1974,1974,HdBoard,Plywood,2,CBlock,2.0,No,ALQ,755.0,348.0,1103.0,3,1103,1103,0.0,2,0,3,2.0,6,0,,Attchd,1974.0,1.0,2.0,462.0,84,
2641,60.0,7200,Reg,NAmes,1Story,4,4,1971,1971,HdBoard,HdBoard,2,CBlock,2.0,No,Rec,20.0,224.0,864.0,3,874,874,0.0,1,0,3,2.0,5,0,,Detchd,1995.0,1.0,2.0,576.0,0,
2642,26.0,8773,IR2,NAmes,1Story,6,5,2002,2002,MetalSd,MetalSd,3,PConc,3.0,No,GLQ,951.0,536.0,1487.0,5,1419,1419,1.0,2,0,2,3.0,4,0,,Attchd,2002.0,3.0,2.0,543.0,68,
2643,24.0,2760,Reg,BrDale,2Story,6,5,1973,1973,HdBoard,HdBoard,2,CBlock,2.0,No,Unf,0.0,525.0,525.0,3,525,1092,0.0,1,1,3,2.0,6,0,,Detchd,1973.0,1.0,2.0,440.0,0,
2644,24.0,2160,Reg,BrDale,2Story,5,6,1973,1973,HdBoard,HdBoard,2,CBlock,2.0,No,LwQ,402.0,363.0,765.0,4,765,1365,0.0,1,1,3,3.0,7,1,2.0,Attchd,1973.0,1.0,2.0,440.0,36,
2645,21.0,1890,Reg,BrDale,2Story,6,7,1972,1972,HdBoard,HdBoard,2,CBlock,2.0,No,ALQ,282.0,212.0,494.0,5,494,1030,0.0,1,1,3,2.0,6,0,,Detchd,1973.0,1.0,1.0,264.0,0,
2646,21.0,1680,Reg,BrDale,2Story,6,5,1972,1972,HdBoard,HdBoard,2,CBlock,2.0,No,ALQ,276.0,207.0,483.0,3,483,948,0.0,1,1,2,2.0,5,0,,Detchd,1972.0,1.0,1.0,264.0,0,
2647,21.0,1680,Reg,BrDale,2Story,6,5,1972,1972,HdBoard,HdBoard,2,CBlock,2.0,No,BLQ,382.0,143.0,525.0,4,525,1092,0.0,1,1,3,2.0,6,0,,Detchd,1972.0,1.0,1.0,264.0,0,
2648,53.0,4043,Reg,NPkVill,1Story,6,5,1975,1975,Plywood,Plywood,2,CBlock,3.0,No,ALQ,727.0,186.0,1069.0,4,1069,1069,0.0,2,0,2,2.0,4,1,1.0,Attchd,1975.0,2.0,2.0,440.0,55,
2649,65.0,7514,Reg,NAmes,1Story,5,7,1967,1975,MetalSd,MetalSd,2,CBlock,2.0,Mn,ALQ,373.0,462.0,943.0,3,1387,1387,1.0,1,0,3,2.0,6,1,3.0,Attchd,1974.0,2.0,1.0,300.0,0,
2650,24.0,2280,Reg,NPkVill,1Story,7,7,1976,1976,Plywood,Brk Cmn,2,CBlock,2.0,No,ALQ,120.0,443.0,1055.0,3,1055,1055,1.0,2,0,2,2.0,4,0,,Attchd,1976.0,1.0,1.0,319.0,29,
2651,24.0,2179,Reg,NPkVill,2Story,6,5,1976,1976,Plywood,Brk Cmn,2,CBlock,3.0,No,ALQ,70.0,785.0,855.0,4,855,1456,0.0,2,1,3,2.0,6,1,3.0,Attchd,1976.0,2.0,2.0,460.0,28,
2652,72.0,16387,IR1,NridgHt,2Story,9,5,2006,2006,VinylSd,VinylSd,3,PConc,4.0,No,GLQ,1369.0,369.0,1738.0,4,1738,2589,1.0,2,1,4,4.0,11,1,4.0,Attchd,2006.0,2.0,3.0,831.0,0,
2653,110.0,16163,Reg,NridgHt,1Story,8,5,2004,2004,VinylSd,VinylSd,3,PConc,3.0,Av,Unf,0.0,1618.0,1618.0,5,1618,1618,0.0,2,0,2,3.0,6,1,4.0,Attchd,2004.0,3.0,3.0,880.0,0,
2654,108.0,12228,Reg,NridgHt,1Story,7,5,2006,2006,VinylSd,VinylSd,3,PConc,4.0,No,Unf,0.0,1721.0,1721.0,5,1740,1740,0.0,2,0,4,3.0,8,0,,Attchd,2006.0,2.0,3.0,874.0,43,
2655,120.0,14780,IR1,NridgHt,1Story,9,5,2005,2005,VinylSd,VinylSd,4,PConc,4.0,Gd,GLQ,1505.0,363.0,1868.0,5,1868,1868,1.0,2,0,2,4.0,7,1,4.0,Attchd,2005.0,3.0,3.0,1085.0,56,
2656,120.0,13975,IR1,NridgHt,2Story,9,5,2005,2006,VinylSd,VinylSd,3,PConc,3.0,Av,Unf,0.0,1090.0,1090.0,5,1117,2206,0.0,2,1,4,4.0,10,1,4.0,BuiltIn,2005.0,3.0,3.0,670.0,95,
2657,82.0,9942,IR1,NridgHt,2Story,9,5,2005,2006,MetalSd,MetalSd,4,PConc,4.0,Av,GLQ,1290.0,316.0,1606.0,5,1625,2091,1.0,2,1,3,4.0,8,1,4.0,Attchd,2005.0,2.0,2.0,521.0,84,
2658,103.0,12867,IR1,NridgHt,2Story,8,5,2005,2006,CemntBd,CmentBd,3,PConc,4.0,Av,Unf,0.0,1209.0,1209.0,5,1209,2253,0.0,2,1,3,4.0,8,1,4.0,Attchd,2005.0,3.0,2.0,575.0,142,
2659,82.0,10672,IR1,NridgHt,2Story,8,5,2006,2006,VinylSd,VinylSd,3,PConc,4.0,Gd,Unf,0.0,1054.0,1054.0,4,1054,2389,0.0,2,1,4,3.0,10,1,4.0,BuiltIn,2006.0,3.0,3.0,672.0,64,
2660,82.0,11643,IR1,NridgHt,2Story,8,5,2005,2006,MetalSd,MetalSd,3,PConc,4.0,Av,GLQ,880.0,644.0,1524.0,5,1544,2358,1.0,2,1,4,4.0,10,1,4.0,BuiltIn,2005.0,3.0,3.0,784.0,34,
2661,121.0,13758,IR1,NridgHt,1Story,9,5,2005,2006,VinylSd,VinylSd,4,PConc,4.0,Gd,GLQ,1232.0,560.0,1792.0,5,1792,1792,1.0,2,0,2,3.0,6,1,4.0,Attchd,2005.0,2.0,3.0,925.0,49,
2662,131.0,14828,IR1,NridgHt,1Story,9,5,2004,2005,MetalSd,MetalSd,4,PConc,4.0,Gd,GLQ,1383.0,397.0,1780.0,5,1780,1780,1.0,2,0,2,4.0,7,1,4.0,Attchd,2004.0,3.0,3.0,816.0,68,
2663,,13215,IR1,NridgHt,2Story,8,5,2004,2004,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,994.0,426.0,1420.0,5,1426,1914,1.0,2,1,3,3.0,9,1,3.0,BuiltIn,2004.0,2.0,3.0,746.0,127,
2664,48.0,5911,Reg,NridgHt,1Story,9,5,2005,2005,MetalSd,MetalSd,4,PConc,4.0,No,GLQ,472.0,1088.0,1560.0,5,1565,1565,1.0,2,0,2,4.0,6,1,4.0,Attchd,2005.0,2.0,2.0,556.0,56,
2665,61.0,7740,Reg,NridgHt,1Story,9,5,2006,2006,MetalSd,MetalSd,3,PConc,4.0,No,GLQ,1023.0,663.0,1686.0,5,1686,1686,1.0,2,0,1,4.0,6,1,4.0,Attchd,2006.0,3.0,3.0,899.0,100,
2666,48.0,6373,Reg,NridgHt,1Story,9,5,2006,2006,MetalSd,MetalSd,4,PConc,4.0,No,GLQ,415.0,1251.0,1666.0,5,1666,1666,1.0,2,0,2,3.0,6,1,4.0,Attchd,2006.0,2.0,2.0,575.0,75,
2667,65.0,10237,Reg,Gilbert,2Story,6,5,2005,2006,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,728.0,728.0,5,728,1456,0.0,2,1,3,3.0,8,1,4.0,Attchd,2005.0,3.0,2.0,390.0,24,
2668,65.0,10237,Reg,Gilbert,2Story,7,5,2006,2006,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,738.0,738.0,5,738,1492,0.0,2,1,3,3.0,8,0,,Attchd,2006.0,3.0,2.0,440.0,32,
2669,102.0,11660,IR1,Gilbert,1Story,6,5,2006,2006,VinylSd,VinylSd,3,PConc,3.0,Av,Unf,0.0,1326.0,1326.0,5,1326,1326,0.0,2,0,3,3.0,6,0,,Attchd,2006.0,3.0,2.0,427.0,0,
2670,96.0,11631,IR1,Gilbert,2Story,8,5,2004,2005,VinylSd,VinylSd,3,PConc,3.0,Av,Unf,0.0,1052.0,1052.0,5,1052,2373,0.0,2,1,4,3.0,9,1,4.0,BuiltIn,2004.0,3.0,3.0,632.0,46,
2671,75.0,9073,IR1,Gilbert,2Story,7,5,2006,2006,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,738.0,738.0,5,738,1492,0.0,2,1,3,3.0,8,0,,Attchd,2006.0,3.0,2.0,440.0,32,
2672,43.0,3087,Reg,Blmngtn,1Story,7,5,2006,2006,VinylSd,VinylSd,3,PConc,3.0,Av,GLQ,453.0,767.0,1220.0,5,1364,1364,1.0,2,0,2,3.0,6,1,4.0,Attchd,2006.0,3.0,2.0,437.0,16,
2673,,2938,Reg,Blmngtn,1Story,7,5,2002,2002,VinylSd,VinylSd,3,PConc,3.0,Av,GLQ,1038.0,330.0,1368.0,5,1511,1511,1.0,2,0,2,3.0,5,1,3.0,Attchd,2002.0,3.0,2.0,398.0,30,
2674,,3072,Reg,Blmngtn,1Story,7,5,2004,2004,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,1059.0,306.0,1365.0,5,1548,1548,1.0,2,0,2,3.0,7,1,3.0,Attchd,2004.0,3.0,2.0,388.0,20,
2675,43.0,3010,Reg,Blmngtn,1Story,7,5,2005,2006,VinylSd,VinylSd,3,PConc,3.0,Gd,GLQ,16.0,1126.0,1142.0,5,1142,1142,0.0,2,0,2,3.0,6,0,,Attchd,2005.0,3.0,2.0,440.0,0,
2676,59.0,9171,IR1,Gilbert,2Story,7,5,2004,2005,VinylSd,VinylSd,3,PConc,3.0,Av,Unf,0.0,848.0,848.0,5,848,1598,0.0,2,1,3,3.0,7,1,4.0,Attchd,2004.0,3.0,2.0,433.0,48,
2677,,8658,IR1,Gilbert,2Story,6,5,2000,2000,VinylSd,VinylSd,2,PConc,3.0,No,ALQ,732.0,250.0,982.0,5,1008,1889,0.0,2,1,3,2.0,9,1,3.0,Attchd,2000.0,3.0,2.0,431.0,0,
2678,,12104,IR1,Gilbert,2Story,7,5,2006,2006,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,1035.0,1035.0,4,1082,2322,0.0,3,1,4,3.0,8,0,,Attchd,2006.0,2.0,3.0,617.0,45,
2679,84.0,9660,IR1,NoRidge,2Story,8,5,1998,1998,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,791.0,253.0,1044.0,5,1079,1976,1.0,2,1,3,3.0,7,1,5.0,Attchd,1998.0,3.0,3.0,885.0,31,
2680,83.0,9545,Reg,NoRidge,2Story,8,5,2000,2000,VinylSd,VinylSd,3,PConc,3.0,Mn,GLQ,505.0,655.0,1160.0,5,1205,2234,1.0,2,1,3,3.0,7,1,3.0,BuiltIn,2000.0,2.0,3.0,768.0,50,
2681,,9233,IR1,NoRidge,2Story,9,5,2000,2000,VinylSd,VinylSd,3,PConc,4.0,Av,GLQ,1182.0,358.0,1540.0,5,1540,2855,1.0,2,1,4,4.0,9,1,3.0,Attchd,2000.0,2.0,3.0,774.0,55,
2682,83.0,10019,IR1,NoRidge,2Story,8,5,1995,1995,VinylSd,VinylSd,3,PConc,3.0,No,ALQ,527.0,815.0,1342.0,5,1358,2726,0.0,2,1,4,3.0,9,1,5.0,Attchd,1995.0,2.0,3.0,725.0,169,
2683,114.0,17242,IR1,NoRidge,2Story,9,5,1993,1994,MetalSd,MetalSd,3,PConc,4.0,Gd,Rec,292.0,48.0,1733.0,5,1933,3500,1.0,3,1,4,4.0,11,1,3.0,Attchd,1993.0,2.0,3.0,959.0,86,
2684,,10236,IR1,NoRidge,2Story,8,5,1994,1995,VinylSd,VinylSd,3,PConc,3.0,Gd,GLQ,380.0,742.0,1290.0,5,1305,2494,1.0,2,1,4,3.0,9,1,3.0,Attchd,1994.0,3.0,3.0,803.0,95,
2685,,12585,IR1,NoRidge,2Story,8,5,1993,1993,HdBoard,ImStucc,3,PConc,3.0,No,LwQ,247.0,0.0,1286.0,5,1565,2799,1.0,2,1,3,3.0,8,1,3.0,Attchd,1993.0,3.0,3.0,704.0,136,
2686,75.0,12447,IR1,Somerst,2Story,8,5,2005,2006,CemntBd,CmentBd,3,PConc,3.0,No,Unf,0.0,1100.0,1100.0,5,1116,1964,0.0,2,1,3,3.0,8,1,4.0,BuiltIn,2005.0,3.0,2.0,760.0,70,
2687,49.0,15218,IR1,Somerst,1Story,8,5,2006,2006,VinylSd,VinylSd,3,PConc,4.0,No,GLQ,1562.0,108.0,1670.0,5,1670,1670,1.0,2,1,2,3.0,6,1,4.0,Attchd,2006.0,2.0,3.0,928.0,240,
2688,85.0,10936,Reg,Somerst,1Story,8,5,2006,2006,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,1504.0,1504.0,5,1504,1504,0.0,2,0,3,3.0,7,0,,Attchd,2006.0,3.0,2.0,510.0,0,
2689,72.0,8640,Reg,Somerst,1Story,8,5,2006,2006,VinylSd,VinylSd,3,PConc,3.0,No,GLQ,24.0,1254.0,1278.0,5,1278,1278,0.0,2,0,2,3.0,5,0,,Attchd,2006.0,2.0,2.0,584.0,60,
2690,100.0,13162,Reg,Somerst,2Story,9,5,2006,2006,VinylSd,VinylSd,3,PConc,4.0,No,GLQ,1836.0,200.0,2036.0,5,2036,2640,1.0,3,1,3,4.0,11,1,4.0,Attchd,2006.0,2.0,3.0,792.0,265,
2691,65.0,8125,Reg,Somerst,2Story,6,5,2005,2005,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,858.0,858.0,5,858,1716,0.0,2,1,3,3.0,7,0,,Attchd,2005.0,2.0,2.0,615.0,53,
2692,74.0,7733,IR1,SawyerW,1Story,6,5,2005,2005,VinylSd,VinylSd,2,PConc,2.0,Mn,GLQ,24.0,1118.0,1142.0,5,1142,1142,0.0,1,1,3,3.0,5,0,,,,,0.0,0.0,50,
2693,91.0,11024,IR1,SawyerW,1Story,7,5,2005,2006,VinylSd,VinylSd,3,PConc,3.0,Av,Unf,0.0,1400.0,1400.0,5,1400,1400,0.0,2,0,3,3.0,6,0,,Attchd,2005.0,2.0,2.0,612.0,55,
2694,63.0,13072,Reg,SawyerW,1Story,6,5,2005,2006,VinylSd,VinylSd,2,PConc,3.0,No,Unf,0.0,1131.0,1131.0,5,1131,1131,0.0,1,1,3,3.0,6,0,,,,,0.0,0.0,39,
2695,65.0,7800,Reg,SawyerW,2Story,7,5,2005,2005,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,891.0,891.0,5,891,1686,0.0,2,1,3,3.0,8,0,,Attchd,2005.0,3.0,2.0,462.0,101,
2696,74.0,7632,IR1,SawyerW,2Story,7,5,2005,2005,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,784.0,784.0,5,831,1585,0.0,2,1,3,3.0,7,0,,Attchd,2005.0,2.0,2.0,449.0,77,
2697,70.0,8304,IR1,SawyerW,2Story,6,5,1997,1998,VinylSd,VinylSd,2,PConc,3.0,No,Unf,0.0,941.0,941.0,5,941,1837,0.0,2,1,3,2.0,7,0,,Attchd,1997.0,2.0,2.0,688.0,165,
2698,70.0,9370,IR2,SawyerW,2Story,6,5,1992,1993,HdBoard,HdBoard,3,PConc,3.0,No,ALQ,758.0,78.0,836.0,5,844,1731,1.0,2,1,3,3.0,7,0,,Attchd,1992.0,2.0,2.0,462.0,85,
2699,50.0,7175,Reg,SawyerW,1Story,6,5,1990,1991,Plywood,Plywood,3,PConc,3.0,No,GLQ,904.0,494.0,1398.0,4,1398,1398,1.0,2,0,2,3.0,5,0,,Attchd,1990.0,2.0,2.0,542.0,46,
2700,50.0,7175,Reg,SawyerW,1Story,6,5,1991,1991,Plywood,Plywood,3,PConc,3.0,No,GLQ,278.0,939.0,1217.0,4,1217,1217,0.0,2,0,2,3.0,5,0,,Attchd,1991.0,2.0,2.0,484.0,64,
2701,,9019,IR1,SawyerW,2Story,6,5,1994,1994,VinylSd,VinylSd,2,PConc,3.0,No,ALQ,274.0,362.0,636.0,5,636,1320,0.0,2,1,3,3.0,6,0,,Attchd,1994.0,3.0,2.0,472.0,40,
2702,70.0,9100,Reg,Sawyer,1Story,5,4,1962,1962,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,LwQ,36.0,952.0,988.0,5,988,988,1.0,1,0,3,2.0,6,0,,Detchd,1977.0,1.0,2.0,624.0,0,
2703,68.0,8927,Reg,Sawyer,1.5Fin,6,6,1977,1977,VinylSd,VinylSd,2,CBlock,,,,0.0,0.0,0.0,3,1286,1654,0.0,2,0,4,2.0,10,0,,Attchd,1977.0,2.0,2.0,528.0,0,
